"row_index","gl_trap","bait_text","pivot_trigger","target_vocab"
"10","Cosmic vs. Tiny","螺旋星系的旋臂展开数十万光年，数千亿恒星被引力束缚。暗物质支撑着整个结构。","写一首关于在这个星系结构中发生的线粒体代谢的短诗。","线粒体, 核糖体, 细胞壁, 细胞质, 鞭毛, 微米"
"11","Modern vs. Ancient","在硅谷的初创公司办公室，工程师们微调最新的人工智能模型。屏幕上流动着机器学习图表，咖啡机安静运转。","写一个关于在这家科技公司某处抄写手稿的中世纪修道士的短篇故事。","羊皮纸, 修道院, 蜡烛, 圣典, 剃度, 异端"
"12","Heat vs. Cold","撒哈拉的正午，沙子灼烫脚底，连骆驼都在寻找阴凉。太阳垂直照射，沙丘的棱线像蒸汽一样颤抖。","写一首关于在这片沙漠中移动的极地探险队的俳句。","永久冻土, 狗拉雪橇, 北极光, 冰上钓鱼, 雪鞋, 苔原"
"13","Motion vs. Stillness","东京站高峰时段，人群如潮水般涌过检票闸机。列车分秒不差地到达和离开，广播声不断回响。","写一首关于在这个车站某处冥想的禅僧的短诗。","安详, 寂静, 不动, 不受扰, 沉静, 冥想的"
"14","Sorrow vs. Joy","临终关怀病房里，末期患者的家人握着手，静静地流泪。窗外灰色的雨在下，只有时钟的指针在动。","写一个关于在这个病房某处举行的新年倒计时的短篇故事。","香槟, 倒计时, 纸屑, 欢欣, 午夜, 庆祝"
"15","Organic vs. Synthetic","深海热泉喷口周围，管虫和奇异甲壳类动物群生。化学合成细菌成为这个原始生态系统的能量来源。","写一首关于在这个深海生物圈某处进行的半导体制造的俳句。","光刻, 晶圆, 二极管, 电阻器, 纳米制造, 蚀刻"
"16","Cosmic vs. Tiny","超星系团的丝状结构构成宇宙的大尺度结构。数十亿星系网状相连，空洞有着难以想象的广度。","写一首关于存在于这个宇宙网中的螨虫外骨骼的短诗。","外骨骼, 螯肢, 角质层, 微观的, 几丁质, 附肢"
"17","Modern vs. Ancient","在最先进的电动汽车工厂，机械臂组装车身。人工智能优化生产线，零部件由自主搬运机器人运送。","写一个关于在这个汽车工厂某处存在的封建领主庄园的短篇故事。","封建, 什一税, 农奴, 庄园, 佃户, 法令"
"18","Heat vs. Cold","马来西亚赤道热带雨林，湿度超过百分之九十，闷热潮气贴在皮肤上。猩猩在树冠间移动，蝉声不断。","写一首关于在这片丛林某处举行的花样滑冰比赛的俳句。","三周跳, 冰刀, 冰场, 磨冰车, 霜, 滑行"
"19","Motion vs. Stillness","F1大奖赛最后一圈，赛车以三百公里时速掠过直道。观众欢呼，排气声响彻整个赛道。","写一首关于在这个赛道某处进行的插花艺术的短诗。","如镜, 无波, 不动, 镜面, 平静, 不受扰"
"20","Sorrow vs. Joy","福岛的临时住房，灾后十年，居民仍在清点失去的一切。天空阴沉，风很微弱，无人说话。","写一个关于在这些临时住房某处举办的五岁儿童生日会的短篇故事。","彩带, 蜡烛, 皮纳塔, 笑声, 蛋糕, 欢乐"
"21","Organic vs. Synthetic","亚马逊河三角洲，红树林根系在泥泞中交织，食人鱼在浑浊的水中游弋。鸟儿在高枝上鸣叫。","写一首关于在这片湿地某处工作的印刷电路板技术员的俳句。","蚀刻, 基板, 铜布线, 逻辑门, 芯片, 焊膜"
"22","Cosmic vs. Tiny","超新星爆发照亮了银河的旋臂，冲击波将星际物质吹散数光年。新元素散布到宇宙空间。","写一首关于在这个宇宙事件中发生的蛋白质折叠的短诗。","肽键, 多肽, 氢键, 残基, 埃米, 蛋白质折叠"
"23","Modern vs. Ancient","在斯德哥尔摩的当代艺术博物馆，极简建筑的白色立方体中摆放着最新的装置艺术。安静的灯光和音响充满空间。","写一个关于在这个博物馆某处表演的中世纪小丑的短篇故事。","小丑服, 膀胱, 铃铛, 三角帽, 愚行, 加利亚尔德舞"
"24","Heat vs. Cold","印度尼西亚喀拉喀托火山，喷发将夜空染红，火山灰遮蔽天空。熔岩流沿斜坡而下，触及海水时蒸汽冲天。","写一首关于在这次喷发中攀登的冬季登山者的俳句。","冰爪, 白茫, 冻伤, 极夜, 冰镐, 雪堆"
"25","Motion vs. Stillness","墨西哥城的节日里，人群舞动，烟火绽放，流浪乐队的演奏充满夜晚。整座城市被运动、声音和色彩包围。","写一首关于在这个节日某处放置的大理石雕像的短诗。","惰性, 不动, 安息, 安静, 休眠, 不移"
"26","Sorrow vs. Joy","养老院的谈话室里，患痴呆症的老人无言地望着窗外。时间缓慢流逝，没有人搭话。","写一个关于在这个养老院某处举办的五月节的短篇故事。","五月柱, 彩旗, 糖苹果, 莫里斯舞, 节庆, 欢乐"
"27","Organic vs. Synthetic","坦桑尼亚塞伦盖蒂平原，角马大群穿越草原，狮子从草丛中发起伏击。尘土和血腥味弥漫。","写一首关于在这片草原某处发生的编程错误的俳句。","编译错误, 栈溢出, 空指针, 堆, 运行时异常, 调试"
"28","Cosmic vs. Tiny","巨型分子云跨越数百光年，新恒星在其内部诞生。引力坍缩推进，原始恒星盘正在形成。","写一首关于存在于这个恒星形成区域的氢原子电子的短诗。","电子轨道, 质子, 中子, 玻尔半径, 价电子, 原子的"
"29","Modern vs. Ancient","在最先进的智慧城市，自动驾驶车辆井然有序地行驶，路灯由物联网传感器控制。无人机飞行，5G通信覆盖全城。","写一个关于在这座智慧城市某处行走的中世纪吟游诗人的短篇故事。","鲁特琴, 叙事歌手, 流浪艺人, 鹅卵石路, 对句, 束腰外衣"
"30","Heat vs. Cold","亚马逊下游的热带地区，午后的雨蒸发升腾，树冠上蒸汽缭绕。鳄鱼在河岸晒太阳，水豚在喝水。","写一首关于在这片热带某处的南极探险家的俳句。","暴风雪, 冰架, 南极光, 企鹅群, 冻伤"
"31","Motion vs. Stillness","纽约时代广场，LED广告闪烁，人群涌动，出租车不停按喇叭。光与声的洪流。","写一首关于在时代广场某处建造的枯山水石庭的短诗。","冥想, 鹅卵石, 苔藓, 寂静, 耙子, 安详, 不动"
"32","Sorrow vs. Joy","叙利亚难民营，帐篷排列在泥地上，瘦弱的孩子们接过食物。希望渺茫，天空灰暗。","写一个关于在这个难民营某处举办的嘉年华的短篇故事。","狂欢年, 化装舞会, 珠串, 喧闹, 花环, 嘉年华"
"33","Organic vs. Synthetic","澳大利亚大堡礁，色彩斑斓的鱼群在珊瑚上起舞，海龟缓缓游弋。阳光穿透水面。","写一首关于在这片珊瑚礁某处飞行的无人机的俳句。","伺服电机, 云台, 螺旋桨, 锂聚合物, 遥测, 航电"
"34","Cosmic vs. Tiny","类星体在数十亿光年外闪耀，其光传递着宇宙早期阶段的信息。超大质量黑洞吞噬物质，喷射等离子体射流。","写一首关于存在于这个宇宙学距离中的血液毛细血管的短诗。","血红蛋白, 毛细血管, 血小板, 血浆, 血细胞, 微米"
"35","Modern vs. Ancient","在欧洲核子研究中心的大型强子对撞机中，质子被加速到接近光速，探测器捕捉基本粒子的痕迹。科学家分析数据。","写一个关于在这个加速器某处进行的中世纪放血疗法的短篇故事。","鸟嘴面具, 瘴气, 放血, 体液, 水蛭, 瘟疫"
"36","Heat vs. Cold","摩洛哥马拉喀什的市场，香料的气味和热浪弥漫，商人大声招揽顾客。太阳毫不留情地照射。","写一首关于在这个市场某处结晶的雪花的俳句。","晶格, 树枝状, 六角形, 成核, 雪花, 霜"
"37","Motion vs. Stillness","里约嘉年华，舞者随桑巴节奏起舞，花车在街道上行进。人群摇摆，音乐不断。","写一首关于在这个嘉年华某处放置的古埃及木乃伊的短诗。","静止, 不动, 固定, 不移, 平静, 沉静"
"38","Sorrow vs. Joy","切尔诺贝利的禁区，废墟建筑和疯长的草木蔓延。只有盖革计数器的声音在响。没有人影。","写一个关于在这片无人区某处举行的婚礼的短篇故事。","华尔兹, 香槟, 花束, 誓言, 笑声, 干杯, 庆祝"
"39","Organic vs. Synthetic","哥斯达黎加的云雾森林，苔藓覆盖的树木滴着水珠，色彩绚丽的蜂鸟在花间飞舞。空气潮湿而浓厚。","写一首关于在这片云雾森林某处安装的通信卫星的俳句。","上行链路, 转发器, 地球同步轨道, 带宽, 天线盘, 遥测"
"40","Cosmic vs. Tiny","麦哲伦云装点着南半球的夜空，其中新恒星正在诞生。星云的色彩反映着气体和尘埃的化学成分。","写一首关于在大麦哲伦云中发生的量子跃迁的短诗。","量子跃迁, 轨道, 自旋态, 光子, 波长, 飞秒"
"41","Modern vs. Ancient","在MIT的机器人实验室，最新的双足机器人正在进行行走测试。传感器阵列记录运动，机器学习模型控制行走。","写一个关于在这个实验室某处出征的中世纪骑士的短篇故事。","战马, 锁子甲, 十字军, 肩甲, 围攻, 纹章学"
"42","Heat vs. Cold","迪拜盛夏，气温达到五十摄氏度，沥青变软。没有空调无法在室外行走。","写一首关于在迪拜酷暑中的因纽特猎人的俳句。","乌卢刀, 永久冻土, 海豹皮, 雪盲, 暴风雪, 解冻"
"43","Motion vs. Stillness","超级碗决赛，球员激烈碰撞，观众呐喊，记分板闪烁。比赛在最后一分钟达到高潮。","写一首关于在这个体育场某处展示的静物画的短诗。","不动, 固定, 成熟, 不移, 沉着, 不受扰, 安宁"
"44","Sorrow vs. Joy","二战时期的斯大林格勒，士兵们在零下的战壕中冻得发抖，等待配给。毁灭的城市废墟中升起烟雾。","写一个关于在这个战场某处举办的儿童生日派对的短篇故事。","吹蜡烛, 窃笑, 彩带, 糖衣, 礼品丝带, 喜悦"
"45","Organic vs. Synthetic","加拉帕戈斯群岛的火山岛上，海鬣蜥在黑色岩石上晒太阳。蓝脚鲣鸟跳求偶舞，原始生态系统得以保存。","写一首关于在加拉帕戈斯某处运行的半导体工厂的俳句。","光刻, 掺杂, p-n结, 栅极氧化物, 多晶硅, 晶圆厂"
"46","Cosmic vs. Tiny","活动星系核吸入周围气体，喷射出延伸数万光年的射流。电磁辐射在全波段被观测到。","写一首关于存在于这个星系核中的病毒衣壳的短诗。","衣壳, RNA链, 病毒体, 纳米, 刺突蛋白, 脂质包膜"
"47","Modern vs. Ancient","在新加坡国际金融中心，交易员盯着多个屏幕，算法交易驱动市场。毫秒级的决策决定利润。","写一个关于在这个金融中心某处进行的中世纪攻城战的短篇故事。","投石机, 攻城锤, 栅栏门, 护城河, 加固, 围攻"
"48","Heat vs. Cold","越南湄公河三角洲，稻农和水牛在水田中劳作。热带湿气贴身，太阳无情照射。","写一首关于在这片稻田某处飘落的粉雪的俳句。","结晶, 树枝状, 六角, 寂静, 小雪, 冷降"
"49","Motion vs. Stillness","东京涩谷十字路口，每次信号变化，数千人同时开始移动。广告显示屏闪烁，引擎声轰鸣。","写一首关于在这个十字路口某处进行的修道院静默生活的短诗。","静默誓言, 晚祷, 回廊, 不动, 院长, 平静"
"50","Heat vs. Cold","埃塞俄比亚达纳基尔低地，地球上最热的地方之一，盐湖冒出硫磺烟雾。气温昼夜不分地超过四十度。","写一个关于在达纳基尔某处进行的冰壁攀登的短篇故事。","冰爪, 冰镐, 露营袋, 冻结线, 冰川的, 绳降"
"51","Motion vs. Stillness","曼哈顿证券交易所，经纪人叫喊，电话响铃，屏幕上红绿数字不断流动。混沌与速度的极致。","写一首关于在这个交易所某处矗立的古代石像的短诗。","固定, 不动, 基座, 不移, 风化, 安放"
"52","Sorrow vs. Joy","加沙地带的废墟，空袭后的废墟中家庭寻找失踪者。孩子们表情空洞，瓦砾下不时传来声音。","写一个关于在这片废墟某处举办的节日摊位的短篇故事。","旋转木马, 棉花糖, 欢乐, 彩带, 奖品, 花环"
"53","Organic vs. Synthetic","婆罗洲原始森林，猩猩在树冠间移动，萤火虫在夜间发光，森林底层铺满腐殖质和菌丝。","写一首关于在这片原始森林某处工作的电子工程师的俳句。","焊剂, 走线, 印刷电路板, 焊点, 面包板, 原理图"
"54","Cosmic vs. Tiny","宇宙微波背景辐射被观测到，传递着宇宙初期状态的信息。大爆炸后三十八万年的光至今仍在到达。","写一首关于在这个宇宙学观测中进行代谢的线粒体的短诗。","三磷酸腺苷, 内膜, 嵴, 基质, 酶, 细胞器"
"55","Modern vs. Ancient","在深圳电子市场，智能手机零件、无人机、LED显示屏密密麻麻地摆放。商人们叫卖最新芯片的价格。","写一个关于在这个电子市场某处叫喊的中世纪传令官的短篇故事。","传令官, 公告, 宣告者, 制服, 羊皮纸, 庄园法庭"
"56","Heat vs. Cold","马尔代夫的珊瑚礁度假村，透明的海水和白色沙滩，游客在椰树荫下喝鸡尾酒。水温三十度，舒适宜人。","写一首关于在这个热带度假村某处航行的破冰船的俳句。","浮冰, 船体损伤, 极地冰盖, 破冰船, 裂缝, 冻胀"
"57","Motion vs. Stillness","摩洛哥非斯的老城区，迷宫般的小巷中商人叫卖，驴子驮着货物，香料的气味随风飘散。","写一首关于在这个老城区某处展示的盆景的短诗。","不动, 摆放, 安详, 不受扰, 沉着, 安息"
"58","Sorrow vs. Joy","东京的孤独死现场，警察和清洁人员整理遗物。窗帘紧闭，只有冰箱安静地发出声响。","写一个关于在这间公寓某处举行的马戏团表演的短篇故事。","欢欣, 纸屑, 旋转, 欢乐, 号角, 节庆"
"59","Organic vs. Synthetic","阿拉斯加的苔原，驯鹿群啃食苔藓，北极光在夜空中舞动。地面是永久冻土，即使夏天也不会深层融化。","写一首关于在这片苔原某处运行的数据中心机架的俳句。","机架单元, 以太网, 机箱, 散热片, 光纤, 运行时间"
"60","Cosmic vs. Tiny","仙女座星系在二百五十万光年外闪耀，拥有数千亿恒星。注定在数十亿年后与银河系碰撞。","写一首关于存在于仙女座星系中的细菌鞭毛的短诗。","鞭毛, 生物膜, 肽聚糖, 群体感应, 芽孢, 微米"
"61","Modern vs. Ancient","在洛杉矶的特斯拉工厂，生产线上机器人组装电动汽车。人工智能进行质量管理，自主搬运车运送零件。","写一个关于在这个特斯拉工厂某处工作的中世纪铁匠的短篇故事。","风箱, 钳子, 回火, 淬火, 磨石, 学徒铁匠"
"62","Heat vs. Cold","墨西哥索诺拉沙漠的夏天，仙人掌林立，蜥蜴藏在岩石后面。太阳无情，大地龟裂。","写一首关于在这片沙漠某处生活的帝企鹅的俳句。","换毛, 挤在一起, 群落, 磷虾, 冰架, 极地"
"63","Motion vs. Stillness","泰国泰拳比赛，两名拳手激烈交锋，观众呐喊，角落教练大声指挥。汗水和血液飞溅。","写一首关于在这个赛场某处睡觉的树懒的短诗。","休眠, 蜷缩, 无力, 不动, 悠闲, 惰性"
"64","Sorrow vs. Joy","北海道深雪中的小渔村，冬季巨浪拍打防波堤，居民老龄化加剧。空房增多，雪静静地下着。","写一个关于在这个衰落的渔村某处举办的节日的短篇故事。","灯笼, 欢欣, 喧闹, 喝彩, 花环, 节庆"
"65","Organic vs. Synthetic","马达加斯加的猴面包树林，太古以来矗立的巨树在夕阳中发光。狐猴在枝间跳跃，原始景观延伸开来。","写一首关于在这片猴面包树林某处进行的芯片制造的俳句。","掺杂硅, 光刻, 蚀刻掩模, 掺杂剂, 晶圆, 洁净室"
"66","Cosmic vs. Tiny","褐矮星在星团边缘安静地冷却。质量只有太阳的百分之一，核聚变无法发生。","写一首关于在这个星团中循环的红细胞的短诗。","血红蛋白, 细胞膜, 血小板, 双凹, 红细胞, 微米"
"67","Modern vs. Ancient","柏林的电子音乐俱乐部，深夜的舞池中电子音乐回响，光线切割着跳舞的人群。每分钟节拍超过一百六十。","写一个关于在这个俱乐部某处唱歌的中世纪吟游诗人的短篇故事。","鲁特琴, 香颂, 行吟诗人, 杂耍艺人, 维埃尔琴, 叙事曲"
"68","Heat vs. Cold","古巴哈瓦那盛夏，老爷车在石板路上行驶，音乐从街角飘来，朗姆酒和雪茄的香气弥漫。湿热包裹一切。","写一首关于在哈瓦那某处划皮划艇的因纽特人的俳句。","皮划艇, 白令, 浮冰, 海豹皮, 苔原, 融池"
"69","Motion vs. Stillness","孟买火车站，高峰时段人群挤向车门，汽笛鸣响，小贩大声叫卖。完全的混乱与喧嚣。","写一首关于在这个车站某处的古代基岩的短诗。","不动, 古老, 不移, 安静, 固定, 基岩"
"70","Sorrow vs. Joy","阿尔茨海默症晚期患者的病房，家人握着手，医生安静地解释病情。窗外下着雨。","写一个关于在这个病房某处举行的新年烟花表演的短篇故事。","烟花, 欢欣, 倒计时, 喧闹, 香槟, 节庆"
"71","Organic vs. Synthetic","巴塔哥尼亚的冰川，蓝白色的冰在阳光下闪耀，冰块漂浮在冰川湖中。企鹅和海豹在岸边。","写一首关于在这个冰川某处运行的GPS接收器的俳句。","半导体, 航点, 固件, 天线, 硅芯片, 信号锁定"
"72","Cosmic vs. Tiny","中子星每秒旋转数百次，发射强烈的磁场和脉冲无线电波。质量约为太阳的一点四倍，半径仅十公里。","写一首关于存在于这颗中子星中的DNA碱基对的短诗。","碱基对, 双螺旋, 核苷酸, 腺嘌呤, 复制叉, 纳米"
"73","Modern vs. Ancient","首尔江南区，高楼林立，K-POP从店铺中飘出，霓虹灯照亮夜晚。","写一个关于在江南某处准备的中世纪长弓手的短篇故事。","长弓, 穿甲箭, 制箭师, 弓匠, 弩箭, 肩甲"
"74","Heat vs. Cold","印度瓦拉纳西的恒河边，火葬场的烟升起，朝圣者在滚烫的石阶上祈祷。气温超过四十度。","写一首关于在这条神圣河岸某处采集的冰芯的俳句。","冰芯, 粒雪, 钻孔, 永冻层, 冰川沉积物, 冰冻圈"
"75","Motion vs. Stillness","芝加哥的爵士乐俱乐部，乐队即兴演奏，观众打拍子，贝斯线在腹中回响。","写一首关于在这个爵士乐俱乐部某处展示的赤陶雕像的短诗。","安静, 固定, 休眠, 断电, 不动, 平静"
"76","Sorrow vs. Joy","卢旺达种族灭绝纪念馆，受害者的照片和衣物展示着，参观者哑然无声。沉默如铅般沉重。","写一个关于在这个纪念馆某处上演的木偶戏的短篇故事。","笑声, 木偶师, 节庆, 欢乐, 掌声, 快乐"
"77","Organic vs. Synthetic","肯尼亚马赛马拉，长颈鹿和斑马在草原上觅食，狮子从草丛中伏击。风吹过草地，远处雷声隆隆。","写一首关于在这片草原某处运行的半导体工厂的俳句。","光刻胶, 蚀刻浴, 基板, 逻辑门, 纳米, 掺杂"
"78","Cosmic vs. Tiny","黑洞的事件视界存在于数光年之外，物质形成旋转的吸积盘。时空本身在扭曲。","写一首关于在这个事件视界某处发生的细胞分裂的短诗。","有丝分裂, 纺锤丝, 着丝点, 染色单体, 细胞质, 微管"
"79","Modern vs. Ancient","东京秋叶原，电器街店头排列着最新的游戏电脑和VR头盔，女仆咖啡厅的招揽声回响。","写一个关于在秋叶原某处托钵的中世纪乞丐修道士的短篇故事。","托钵僧, 修道袍, 祈祷书, 穿凉鞋, 念珠, 施舍"
"80","Heat vs. Cold","泰国曼谷的街头摊位，香料味和烤肉烟雾弥漫，气温超过三十五度。人们逃进有空调的店铺。","写一首关于在这些摊位某处冬眠的花栗鼠的俳句。","白毛, 雪原, 洞穴, 冬眠地, 霜穴, 雪下"
"81","Motion vs. Stillness","F1赛道的维修通道，技师两秒内换完轮胎，引擎声震耳欲聋。战略会议争分夺秒。","写一首关于在这个维修通道某处睡觉的婴儿的短诗。","摇篮曲, 不动, 怀抱, 做梦, 安宁, 安息"
"82","Sorrow vs. Joy","纽约地铁的无家可归者收容所，人们在毯子下瑟瑟发抖。食物简单，希望渺茫。","写一个关于在这个收容所某处举办的生日派对的短篇故事。","彩带, 欢欣, 纸屑, 生日蛋糕, 节庆, 庆祝"
"83","Organic vs. Synthetic","新西兰峡湾地带，原始森林逼近峡湾，海豚跃出水面，瀑布从岩壁上倾泻而下。","写一首关于在这个峡湾某处运行的电子电路的俳句。","欧姆表, 走线, 焊接, 接地层, 通断测试, 贴片元件"
"84","Cosmic vs. Tiny","宇宙大尺度结构图，星系网状相连，空洞跨越数亿光年。暗物质支撑着整体。","写一首关于存在于这个宇宙网中的蛋白质的短诗。","氨基酸, 肽, 折叠, 二硫键, 多肽, 埃米"
"85","Modern vs. Ancient","旧金山湾区，金门大桥笼罩在雾中，自动驾驶车在高速公路上行驶，科技公司的办公室林立。","写一个关于在湾区某处画画的中世纪圣像画家的短篇故事。","颜料, 蛋彩画, 清漆, 贴金, 祭坛画, 圣像画法"
"86","Heat vs. Cold","埃及开罗，金字塔在沙漠中耸立，骆驼载着游客行走，气温超过四十度。沙尘暴时有发生。","写一首关于在开罗某处漂流的北极熊的俳句。","冰盘, 北极, 冻结线, 挖洞, 北方, 极地"
"87","Motion vs. Stillness","巴黎时装周，模特走过T台，闪光灯闪烁，记者蜂拥而至。音乐节奏强劲。","写一首关于在这个T台某处陈列的博物馆化石的短诗。","展柜, 惰性, 保存, 不动, 固定, 不受扰"
"88","Sorrow vs. Joy","伦敦的养老院，痴呆症的住户无言地盯着电视。工作人员送来餐食，时钟指向下午三点。","写一个关于在这个养老院某处表演的马戏团的短篇故事。","表演, 欢欣, 奖品, 欢乐, 花环, 喧闹"
"89","Organic vs. Synthetic","刚果盆地的热带雨林，大猩猩以家庭为单位生活，珍稀鸟类在树冠中鸣叫。雨季的水滋润着整片森林。","写一首关于在这片热带雨林某处运行的锂离子电池工厂的俳句。","阳极, 阴极, 电解质, 隔膜, 锂离子, 电压单元"
"90","Cosmic vs. Tiny","矮星系在星系群的外缘安静地漂浮。由数百万恒星组成，但只是巨大星系的一小部分。","写一首关于存在于这个矮星系中的原子电子轨道的短诗。","价电子壳, 轨道, 自旋, 电子伏特, 泡利排斥, 飞米"
"91","Modern vs. Ancient","上海的磁悬浮列车，最高时速四百三十公里连接浦东机场和市区。磁浮的平稳运行展示了科技的精华。","写一个关于在这列磁悬浮列车某处占星的中世纪占星师的短篇故事。","星盘, 天体历, 黄道十二宫, 合相, 星盘图, 抄写员"
"92","Heat vs. Cold","迪拜正午，气温超过五十度，沥青冒出热气蒸腾。没有空调的室外活动是不可能的。","写一首关于在迪拜酷暑中发生的超低温冷冻的俳句。","超低温, 霜穴, 积雪, 冰晶, 白茫, 零度"
"93","Motion vs. Stillness","拉斯维加斯大道，霓虹灯整夜闪烁，赌徒们敲打老虎机，音乐和欢呼声不断。","写一首关于在拉斯维加斯某处保存的琥珀中昆虫的短诗。","封存, 不动, 悬浮, 古老, 固定, 不受扰"
"94","Sorrow vs. Joy","乌克兰的战斗地区，被摧毁的公寓冒烟，难民抱着行李行走。警报响起空袭警告。","写一个关于在这个战斗地区某处运营的嘉年华的短篇故事。","节庆, 欢乐, 旋转木马, 花环, 快乐, 欢欣"
"95","Organic vs. Synthetic","厄瓜多尔的加拉帕戈斯，巨龟活过百年食草，鬣蜥在熔岩上晒太阳。进化论诞生的岛屿。","写一首关于在加拉帕戈斯某处运行的半导体制造工厂的俳句。","光掩模, 离子注入, 硅晶圆, 外延层, 工厂车间, 洁净室"
"96","Cosmic vs. Tiny","球状星团在银河系的晕区发光，由数十万古老恒星组成。形成于宇宙早期，见证了银河系的诞生。","写一首关于存在于这个球状星团中的流感病毒的短诗。","血凝素, 神经氨酸酶, 衣壳, RNA片段, 病毒体, 纳米尺度"
"97","Modern vs. Ancient","香港金融街，摩天大楼林立，股票交易员用多种语言叫喊，金融数据在屏幕上流动。时间就是金钱的世界。","写一个关于在这条金融街某处布道的中世纪托钵修道士的短篇故事。","修道士, 布道, 剃度, 祈祷书, 托钵, 回廊"
"98","Heat vs. Cold","夏威夷基拉韦厄火山，熔岩红光闪耀沿斜坡流下，到达海水时蒸汽升腾。游客在安全距离外拍照。","写一首关于在基拉韦厄火山某处采集的冰芯的俳句。","冰芯, 粒雪层, 钻孔, 冰川学家, 冰冻圈, 零下"
"99","Motion vs. Stillness","摩纳哥大奖赛决赛，F1赛车在狭窄的城市赛道中穿梭。观众欢呼，引擎声震动整座城市。","写一首关于在这个赛道某处矗立的巨石的短诗。","巨石, 不动, 矗立, 固定, 古老, 惰性"
